Key,Value/CheatCode,Value/CheatEffect,Value/Option1,Value/Option2
2Resistcurse,2Resistcurse,EPBCheatCommandType::AddItem,Resistcurse,2
2ResistPetri,2ResistPetri,EPBCheatCommandType::AddItem,ResistPetri,2
2optimizer,2optimizer,EPBCheatCommandType::AddItem,optimizer,2
2Detectiveeye,2Detectiveeye,EPBCheatCommandType::AddItem,Detectiveeye,2
2Submariner,2Submariner,EPBCheatCommandType::AddItem,Submariner,2
2RedDowther,2RedDowther,EPBCheatCommandType::AddItem,RedDowther,2
2LuckyDrop,2LuckyDrop,EPBCheatCommandType::AddItem,LuckyDrop,2
2Wisdomwords,2Wisdomwords,EPBCheatCommandType::AddItem,Wisdomwords,2
2Regeneration,2Regeneration,EPBCheatCommandType::AddItem,Regeneration,2
2Moneyispower,2Moneyispower,EPBCheatCommandType::AddItem,Moneyispower,2
2drain,2drain,EPBCheatCommandType::AddItem,drain,2
2FamiliaSilverKnight,2FamiliaSilverKnight,EPBCheatCommandType::AddItem,FamiliaSilverKnight,2
2FamiliaCarabos,2FamiliaCarabos,EPBCheatCommandType::AddItem,FamiliaCarabos,2
2SummonDurahanMaHead,2SummonDurahanMaHead,EPBCheatCommandType::AddItem,SummonDurahanMaHead,2
2FamiliaBuell,2FamiliaBuell,EPBCheatCommandType::AddItem,FamiliaBuell,2
2FamiliaDantalion,2FamiliaDantalion,EPBCheatCommandType::AddItem,FamiliaDantalion,2
2FamiliaBradBringer,2FamiliaBradBringer,EPBCheatCommandType::AddItem,FamiliaBradBringer,2
2Doublejump,2Doublejump,EPBCheatCommandType::AddItem,Doublejump,2
2Invert,2Invert,EPBCheatCommandType::AddItem,Invert,2
2Deepsinker,2Deepsinker,EPBCheatCommandType::AddItem,Deepsinker,2
2HighJump,2HighJump,EPBCheatCommandType::AddItem,HighJump,2
2Shortcut,2Shortcut,EPBCheatCommandType::AddItem,Shortcut,2
2SkilledSTREnhance,2SkilledSTREnhance,EPBCheatCommandType::AddItem,SkilledSTREnhance,2
2SkilledCONEnhance,2SkilledCONEnhance,EPBCheatCommandType::AddItem,SkilledCONEnhance,2
2SkilledINTEnhance,2SkilledINTEnhance,EPBCheatCommandType::AddItem,SkilledINTEnhance,2
2SkilledMNDEnhance,2SkilledMNDEnhance,EPBCheatCommandType::AddItem,SkilledMNDEnhance,2
2SkilledLUKEnhance,2SkilledLUKEnhance,EPBCheatCommandType::AddItem,SkilledLUKEnhance,2
2SkilledEnhancedGOLD,2SkilledEnhancedGOLD,EPBCheatCommandType::AddItem,SkilledEnhancedGOLD,2
2SkilledKickMastery,2SkilledKickMastery,EPBCheatCommandType::AddItem,SkilledKickMastery,2
2SkilledKnifeMastery,2SkilledKnifeMastery,EPBCheatCommandType::AddItem,SkilledKnifeMastery,2
2SkilledSwordMastery,2SkilledSwordMastery,EPBCheatCommandType::AddItem,SkilledSwordMastery,2
2SkilledSpearMastery,2SkilledSpearMastery,EPBCheatCommandType::AddItem,SkilledSpearMastery,2
2SkilledWhipMastery,2SkilledWhipMastery,EPBCheatCommandType::AddItem,SkilledWhipMastery,2
2SkilledGunMastery,2SkilledGunMastery,EPBCheatCommandType::AddItem,SkilledGunMastery,2
2SkilledGreatSwordMastery,2SkilledGreatSwordMastery,EPBCheatCommandType::AddItem,SkilledGreatSwordMastery,2
2SkilledJapanSwordMastery,2SkilledJapanSwordMastery,EPBCheatCommandType::AddItem,SkilledJapanSwordMastery,2
2SkilledCraftMastery,2SkilledCraftMastery,EPBCheatCommandType::AddItem,SkilledCraftMastery,2
2SkilledResistedge,2SkilledResistedge,EPBCheatCommandType::AddItem,SkilledResistedge,2
2SkilledResistthrust,2SkilledResistthrust,EPBCheatCommandType::AddItem,SkilledResistthrust,2
2SkilledResistBrow,2SkilledResistBrow,EPBCheatCommandType::AddItem,SkilledResistBrow,2
2SkilledResistFire,2SkilledResistFire,EPBCheatCommandType::AddItem,SkilledResistFire,2
2SkilledResistice,2SkilledResistice,EPBCheatCommandType::AddItem,SkilledResistice,2
2SkilledResistThunder,2SkilledResistThunder,EPBCheatCommandType::AddItem,SkilledResistThunder,2
2SkilledResistHorley,2SkilledResistHorley,EPBCheatCommandType::AddItem,SkilledResistHorley,2
2SkilledResistdark,2SkilledResistdark,EPBCheatCommandType::AddItem,SkilledResistdark,2
2SkilledResistPoison,2SkilledResistPoison,EPBCheatCommandType::AddItem,SkilledResistPoison,2
2SkilledResistcurse,2SkilledResistcurse,EPBCheatCommandType::AddItem,SkilledResistcurse,2
2SkilledResistPetri,2SkilledResistPetri,EPBCheatCommandType::AddItem,SkilledResistPetri,2
2SkilledResistmagic,2SkilledResistmagic,EPBCheatCommandType::AddItem,SkilledResistmagic,2
2SkilledMoneyispower,2SkilledMoneyispower,EPBCheatCommandType::AddItem,SkilledMoneyispower,2
2SkilledRedDowther,2SkilledRedDowther,EPBCheatCommandType::AddItem,SkilledRedDowther,2
2SkilledLuckyDrop,2SkilledLuckyDrop,EPBCheatCommandType::AddItem,SkilledLuckyDrop,2
2Skilledoptimizer,2Skilledoptimizer,EPBCheatCommandType::AddItem,Skilledoptimizer,2
2SkilledWisdomwords,2SkilledWisdomwords,EPBCheatCommandType::AddItem,SkilledWisdomwords,2
2SkilledRegeneration,2SkilledRegeneration,EPBCheatCommandType::AddItem,SkilledRegeneration,2
2SkilledSubmariner,2SkilledSubmariner,EPBCheatCommandType::AddItem,SkilledSubmariner,2
2Skilleddrain,2Skilleddrain,EPBCheatCommandType::AddItem,Skilleddrain,2
2SkilledDetectiveeye,2SkilledDetectiveeye,EPBCheatCommandType::AddItem,SkilledDetectiveeye,2
MaxPotion,MaxPotion,EPBCheatCommandType::AddItem,Potion,999
MaxHighPotion,MaxHighPotion,EPBCheatCommandType::AddItem,HighPotion,999
MaxExPotion,MaxExPotion,EPBCheatCommandType::AddItem,ExPotion,999
MaxEther,MaxEther,EPBCheatCommandType::AddItem,Ether,999
MaxHighEther,MaxHighEther,EPBCheatCommandType::AddItem,HighEther,999
MaxExEther,MaxExEther,EPBCheatCommandType::AddItem,ExEther,999
MaxMithridate,MaxMithridate,EPBCheatCommandType::AddItem,Mithridate,999
MaxHolyWater,MaxHolyWater,EPBCheatCommandType::AddItem,HolyWater,999
MaxStonethaw,MaxStonethaw,EPBCheatCommandType::AddItem,Stonethaw,999
MaxPoison,MaxPoison,EPBCheatCommandType::AddItem,Poison,999
MaxWaystone,MaxWaystone,EPBCheatCommandType::AddItem,Waystone,999
MaxPanacea,MaxPanacea,EPBCheatCommandType::AddItem,Panacea,999
MaxFaerieMedicine,MaxFaerieMedicine,EPBCheatCommandType::AddItem,FaerieMedicine,999
MaxFaerieElixir,MaxFaerieElixir,EPBCheatCommandType::AddItem,FaerieElixir,999
MaxFaerieAllheal,MaxFaerieAllheal,EPBCheatCommandType::AddItem,FaerieAllheal,999
MaxFaeriePanacea,MaxFaeriePanacea,EPBCheatCommandType::AddItem,FaeriePanacea,999
MaxAlkhahest,MaxAlkhahest,EPBCheatCommandType::AddItem,Alkhahest,999
MaxSulfur,MaxSulfur,EPBCheatCommandType::AddItem,Sulfur,999
MaxSaltpeter,MaxSaltpeter,EPBCheatCommandType::AddItem,Saltpeter,999
MaxMercury,MaxMercury,EPBCheatCommandType::AddItem,Mercury,999
MaxSulfate,MaxSulfate,EPBCheatCommandType::AddItem,Sulfate,999
MaxGunpowder,MaxGunpowder,EPBCheatCommandType::AddItem,Gunpowder,999
MaxEctoplasm,MaxEctoplasm,EPBCheatCommandType::AddItem,Ectoplasm,999
MaxBronze,MaxBronze,EPBCheatCommandType::AddItem,Bronze,999
MaxIron,MaxIron,EPBCheatCommandType::AddItem,Iron,999
MaxObsidian,MaxObsidian,EPBCheatCommandType::AddItem,Obsidian,999
MaxSteel,MaxSteel,EPBCheatCommandType::AddItem,Steel,999
MaxSilver,MaxSilver,EPBCheatCommandType::AddItem,Silver,999
MaxDamascusSteel,MaxDamascusSteel,EPBCheatCommandType::AddItem,DamascusSteel,999
MaxMithril,MaxMithril,EPBCheatCommandType::AddItem,Mithril,999
MaxPlatinum,MaxPlatinum,EPBCheatCommandType::AddItem,Platinum,999
MaxClystal,MaxClystal,EPBCheatCommandType::AddItem,Clystal,999
MaxGold,MaxGold,EPBCheatCommandType::AddItem,Gold,999
MaxHihiirokane,MaxHihiirokane,EPBCheatCommandType::AddItem,Hihiirokane,999
MaxOrichalcum,MaxOrichalcum,EPBCheatCommandType::AddItem,Orichalcum,999
MaxHemp,MaxHemp,EPBCheatCommandType::AddItem,Hemp,999
MaxCotton,MaxCotton,EPBCheatCommandType::AddItem,Cotton,999
MaxFelt,MaxFelt,EPBCheatCommandType::AddItem,Felt,999
MaxSilk,MaxSilk,EPBCheatCommandType::AddItem,Silk,999
MaxLeather,MaxLeather,EPBCheatCommandType::AddItem,Leather,999
MaxHalite,MaxHalite,EPBCheatCommandType::AddItem,Halite,999
MaxElmLumber,MaxElmLumber,EPBCheatCommandType::AddItem,ElmLumber,999
MaxOakLumber,MaxOakLumber,EPBCheatCommandType::AddItem,OakLumber,999
MaxWalnutLumber,MaxWalnutLumber,EPBCheatCommandType::AddItem,WalnutLumber,999
MaxMahoganyLumber,MaxMahoganyLumber,EPBCheatCommandType::AddItem,MahoganyLumber,999
MaxCypressLumber,MaxCypressLumber,EPBCheatCommandType::AddItem,CypressLumber,999
MaxRuby,MaxRuby,EPBCheatCommandType::AddItem,Ruby,999
MaxSapphire,MaxSapphire,EPBCheatCommandType::AddItem,Sapphire,999
MaxEmerald,MaxEmerald,EPBCheatCommandType::AddItem,Emerald,999
MaxDiamond,MaxDiamond,EPBCheatCommandType::AddItem,Diamond,999
MaxBixbite,MaxBixbite,EPBCheatCommandType::AddItem,Bixbite,999
MaxAlexandrite,MaxAlexandrite,EPBCheatCommandType::AddItem,Alexandrite,999
Max8BitCoin,Max8BitCoin,EPBCheatCommandType::AddItem,8BitCoin,999
Max16BitCoin,Max16BitCoin,EPBCheatCommandType::AddItem,16BitCoin,999
Max32BitCoin,Max32BitCoin,EPBCheatCommandType::AddItem,32BitCoin,999
MaxMaxHPUP,MaxMaxHPUP,EPBCheatCommandType::AddItem,MaxHPUP,999
MaxMaxMPUP,MaxMaxMPUP,EPBCheatCommandType::AddItem,MaxMPUP,999
MaxMaxBulletUP,MaxMaxBulletUP,EPBCheatCommandType::AddItem,MaxBulletUP,999
MaxHPFullRecovery,MaxHPFullRecovery,EPBCheatCommandType::AddItem,HPFullRecovery,999
MaxMPFullRecovery,MaxMPFullRecovery,EPBCheatCommandType::AddItem,MPFullRecovery,999
MaxKungFuShoes,MaxKungFuShoes,EPBCheatCommandType::AddItem,KungFuShoes,999
MaxBattleBoots,MaxBattleBoots,EPBCheatCommandType::AddItem,BattleBoots,999
MaxKillerBoots,MaxKillerBoots,EPBCheatCommandType::AddItem,KillerBoots,999
MaxToyshoes,MaxToyshoes,EPBCheatCommandType::AddItem,Toyshoes,999
MaxAssaultsollette,MaxAssaultsollette,EPBCheatCommandType::AddItem,Assaultsollette,999
MaxRabbitboots,MaxRabbitboots,EPBCheatCommandType::AddItem,Rabbitboots,999
MaxDragonshoes,MaxDragonshoes,EPBCheatCommandType::AddItem,Dragonshoes,999
MaxHermesshoes,MaxHermesshoes,EPBCheatCommandType::AddItem,Hermesshoes,999
MaxDecapitator,MaxDecapitator,EPBCheatCommandType::AddItem,Decapitator,999
MaxCoolShoesOfMrNarita,MaxCoolShoesOfMrNarita,EPBCheatCommandType::AddItem,CoolShoesOfMrNarita,999
MaxCoolShoesOfMrNarita2,MaxCoolShoesOfMrNarita2,EPBCheatCommandType::AddItem,CoolShoesOfMrNarita2,999
MaxCoolShoesOfMrNarita3,MaxCoolShoesOfMrNarita3,EPBCheatCommandType::AddItem,CoolShoesOfMrNarita3,999
MaxIceSlewShoes,MaxIceSlewShoes,EPBCheatCommandType::AddItem,IceSlewShoes,999
MaxIceSlewShoes2,MaxIceSlewShoes2,EPBCheatCommandType::AddItem,IceSlewShoes2,999
MaxIceSlewShoes3,MaxIceSlewShoes3,EPBCheatCommandType::AddItem,IceSlewShoes3,999
MaxPoisonSpikeShoes,MaxPoisonSpikeShoes,EPBCheatCommandType::AddItem,PoisonSpikeShoes,999
MaxPoisonSpikeShoes2,MaxPoisonSpikeShoes2,EPBCheatCommandType::AddItem,PoisonSpikeShoes2,999
MaxPoisonSpikeShoes3,MaxPoisonSpikeShoes3,EPBCheatCommandType::AddItem,PoisonSpikeShoes3,999
MaxKnife,MaxKnife,EPBCheatCommandType::AddItem,Knife,999
MaxBaselard,MaxBaselard,EPBCheatCommandType::AddItem,Baselard,999
MaxKukuri,MaxKukuri,EPBCheatCommandType::AddItem,Kukuri,999
MaxPoisonKukri,MaxPoisonKukri,EPBCheatCommandType::AddItem,PoisonKukri,999
MaxSwordbreaker,MaxSwordbreaker,EPBCheatCommandType::AddItem,Swordbreaker,999
MaxManGauche,MaxManGauche,EPBCheatCommandType::AddItem,ManGauche,999
MaxCalnwenan,MaxCalnwenan,EPBCheatCommandType::AddItem,Calnwenan,999
MaxMandaupasar,MaxMandaupasar,EPBCheatCommandType::AddItem,Mandaupasar,999
MaxRapier,MaxRapier,EPBCheatCommandType::AddItem,Rapier,999
MaxEpe,MaxEpe,EPBCheatCommandType::AddItem,Epe,999
MaxStinger,MaxStinger,EPBCheatCommandType::AddItem,Stinger,999
MaxMiserikorde,MaxMiserikorde,EPBCheatCommandType::AddItem,Miserikorde,999
MaxCazilk,MaxCazilk,EPBCheatCommandType::AddItem,Cazilk,999
MaxJuwuse,MaxJuwuse,EPBCheatCommandType::AddItem,Juwuse,999
MaxCrystalSword,MaxCrystalSword,EPBCheatCommandType::AddItem,CrystalSword,999
MaxCrystalSword2,MaxCrystalSword2,EPBCheatCommandType::AddItem,CrystalSword2,999
MaxCrystalSword3,MaxCrystalSword3,EPBCheatCommandType::AddItem,CrystalSword3,999
MaxShortSword,MaxShortSword,EPBCheatCommandType::AddItem,ShortSword,999
MaxLongSword,MaxLongSword,EPBCheatCommandType::AddItem,LongSword,999
MaxWolfBalt,MaxWolfBalt,EPBCheatCommandType::AddItem,WolfBalt,999
MaxHalper,MaxHalper,EPBCheatCommandType::AddItem,Halper,999
Maxinvisible,Maxinvisible,EPBCheatCommandType::AddItem,invisible,999
MaxMulgres,MaxMulgres,EPBCheatCommandType::AddItem,Mulgres,999
MaxRedumbrella,MaxRedumbrella,EPBCheatCommandType::AddItem,Redumbrella,999
MaxBurtgang,MaxBurtgang,EPBCheatCommandType::AddItem,Burtgang,999
MaxFlagarach,MaxFlagarach,EPBCheatCommandType::AddItem,Flagarach,999
MaxHoffdo,MaxHoffdo,EPBCheatCommandType::AddItem,Hoffdo,999
MaxDineslave,MaxDineslave,EPBCheatCommandType::AddItem,Dineslave,999
MaxFlorenberg,MaxFlorenberg,EPBCheatCommandType::AddItem,Florenberg,999
MaxArmas,MaxArmas,EPBCheatCommandType::AddItem,Armas,999
MaxCaradoborg,MaxCaradoborg,EPBCheatCommandType::AddItem,Caradoborg,999
MaxLiddyl,MaxLiddyl,EPBCheatCommandType::AddItem,Liddyl,999
MaxHuntedBrad,MaxHuntedBrad,EPBCheatCommandType::AddItem,HuntedBrad,999
MaxBroadsword,MaxBroadsword,EPBCheatCommandType::AddItem,Broadsword,999
MaxSwordWhip,MaxSwordWhip,EPBCheatCommandType::AddItem,SwordWhip,999
MaxBradBlingerLv1,MaxBradBlingerLv1,EPBCheatCommandType::AddItem,BradBlingerLv1,999
MaxShieldWeapon,MaxShieldWeapon,EPBCheatCommandType::AddItem,ShieldWeapon,999
MaxShieldWeapon2,MaxShieldWeapon2,EPBCheatCommandType::AddItem,ShieldWeapon2,999
MaxShieldWeapon3,MaxShieldWeapon3,EPBCheatCommandType::AddItem,ShieldWeapon3,999
MaxXrossBrade,MaxXrossBrade,EPBCheatCommandType::AddItem,XrossBrade,999
MaxXrossBrade2,MaxXrossBrade2,EPBCheatCommandType::AddItem,XrossBrade2,999
MaxXrossBrade3,MaxXrossBrade3,EPBCheatCommandType::AddItem,XrossBrade3,999
MaxBradeOfEU,MaxBradeOfEU,EPBCheatCommandType::AddItem,BradeOfEU,999
MaxBradeOfEU2,MaxBradeOfEU2,EPBCheatCommandType::AddItem,BradeOfEU2,999
MaxBradeOfEU3,MaxBradeOfEU3,EPBCheatCommandType::AddItem,BradeOfEU3,999
MaxLightSaber,MaxLightSaber,EPBCheatCommandType::AddItem,LightSaber,999
MaxLightSaber2,MaxLightSaber2,EPBCheatCommandType::AddItem,LightSaber2,999
MaxLightSaber3,MaxLightSaber3,EPBCheatCommandType::AddItem,LightSaber3,999
MaxJodoSwordLight,MaxJodoSwordLight,EPBCheatCommandType::AddItem,JodoSwordLight,999
MaxJodoSwordLight2,MaxJodoSwordLight2,EPBCheatCommandType::AddItem,JodoSwordLight2,999
MaxJodoSwordLight3,MaxJodoSwordLight3,EPBCheatCommandType::AddItem,JodoSwordLight3,999
MaxSpearCutDownAside,MaxSpearCutDownAside,EPBCheatCommandType::AddItem,SpearCutDownAside,999
MaxSpearCutDownAside2,MaxSpearCutDownAside2,EPBCheatCommandType::AddItem,SpearCutDownAside2,999
MaxSpearCutDownAside3,MaxSpearCutDownAside3,EPBCheatCommandType::AddItem,SpearCutDownAside3,999
MaxClockSowrd,MaxClockSowrd,EPBCheatCommandType::AddItem,ClockSowrd,999
MaxLoveOfPizza,MaxLoveOfPizza,EPBCheatCommandType::AddItem,LoveOfPizza,999
MaxKongSword,MaxKongSword,EPBCheatCommandType::AddItem,KongSword,999
MaxSwordOfTheMushroom,MaxSwordOfTheMushroom,EPBCheatCommandType::AddItem,SwordOfTheMushroom,999
MaxPowerSword,MaxPowerSword,EPBCheatCommandType::AddItem,PowerSword,999
MaxSilverAndBlackSword,MaxSilverAndBlackSword,EPBCheatCommandType::AddItem,SilverAndBlackSword,999
MaxDungeonNightSword,MaxDungeonNightSword,EPBCheatCommandType::AddItem,DungeonNightSword,999
MaxEvilTheSword,MaxEvilTheSword,EPBCheatCommandType::AddItem,EvilTheSword,999
MaxValkyrieSword,MaxValkyrieSword,EPBCheatCommandType::AddItem,ValkyrieSword,999
MaxMace,MaxMace,EPBCheatCommandType::AddItem,Mace,999
MaxMorgenstern,MaxMorgenstern,EPBCheatCommandType::AddItem,Morgenstern,999
MaxMcAutil,MaxMcAutil,EPBCheatCommandType::AddItem,McAutil,999
MaxYagurushi,MaxYagurushi,EPBCheatCommandType::AddItem,Yagurushi,999
MaxAimur,MaxAimur,EPBCheatCommandType::AddItem,Aimur,999
MaxCharwell,MaxCharwell,EPBCheatCommandType::AddItem,Charwell,999
MaxMistrutein,MaxMistrutein,EPBCheatCommandType::AddItem,Mistrutein,999
MaxStickOfMagiGirl,MaxStickOfMagiGirl,EPBCheatCommandType::AddItem,StickOfMagiGirl,999
MaxStickOfMagiGirl2,MaxStickOfMagiGirl2,EPBCheatCommandType::AddItem,StickOfMagiGirl2,999
MaxStickOfMagiGirl3,MaxStickOfMagiGirl3,EPBCheatCommandType::AddItem,StickOfMagiGirl3,999
MaxRemoteDart,MaxRemoteDart,EPBCheatCommandType::AddItem,RemoteDart,999
MaxOracleBlade,MaxOracleBlade,EPBCheatCommandType::AddItem,OracleBlade,999
MaxWalalSoulimo,MaxWalalSoulimo,EPBCheatCommandType::AddItem,WalalSoulimo,999
MaxValralAltar,MaxValralAltar,EPBCheatCommandType::AddItem,ValralAltar,999
MaxClaymore,MaxClaymore,EPBCheatCommandType::AddItem,Claymore,999
MaxPerex,MaxPerex,EPBCheatCommandType::AddItem,Perex,999
MaxFlanders,MaxFlanders,EPBCheatCommandType::AddItem,Flanders,999
MaxOutsiderKnightSword,MaxOutsiderKnightSword,EPBCheatCommandType::AddItem,OutsiderKnightSword,999
MaxValdish,MaxValdish,EPBCheatCommandType::AddItem,Valdish,999
MaxSteamFlatWideEnd,MaxSteamFlatWideEnd,EPBCheatCommandType::AddItem,SteamFlatWideEnd,999
MaxGram,MaxGram,EPBCheatCommandType::AddItem,Gram,999
MaxGambanttain,MaxGambanttain,EPBCheatCommandType::AddItem,Gambanttain,999
MaxLohengrin,MaxLohengrin,EPBCheatCommandType::AddItem,Lohengrin,999
MaxSherdar,MaxSherdar,EPBCheatCommandType::AddItem,Sherdar,999
MaxLightningBolt,MaxLightningBolt,EPBCheatCommandType::AddItem,LightningBolt,999
MaxKaradanda,MaxKaradanda,EPBCheatCommandType::AddItem,Karadanda,999
MaxDurandal,MaxDurandal,EPBCheatCommandType::AddItem,Durandal,999
MaxDiesIle,MaxDiesIle,EPBCheatCommandType::AddItem,DiesIle,999
MaxTurmericBasara,MaxTurmericBasara,EPBCheatCommandType::AddItem,TurmericBasara,999
MaxExactor,MaxExactor,EPBCheatCommandType::AddItem,Exactor,999
MaxDeathBringer,MaxDeathBringer,EPBCheatCommandType::AddItem,DeathBringer,999
MaxDeathBringer2,MaxDeathBringer2,EPBCheatCommandType::AddItem,DeathBringer2,999
MaxDeathBringer3,MaxDeathBringer3,EPBCheatCommandType::AddItem,DeathBringer3,999
MaxSacredSword,MaxSacredSword,EPBCheatCommandType::AddItem,SacredSword,999
MaxSacredSword2,MaxSacredSword2,EPBCheatCommandType::AddItem,SacredSword2,999
MaxSacredSword3,MaxSacredSword3,EPBCheatCommandType::AddItem,SacredSword3,999
MaxChargeWideEnd,MaxChargeWideEnd,EPBCheatCommandType::AddItem,ChargeWideEnd,999
MaxChargeWideEnd2,MaxChargeWideEnd2,EPBCheatCommandType::AddItem,ChargeWideEnd2,999
MaxChargeWideEnd3,MaxChargeWideEnd3,EPBCheatCommandType::AddItem,ChargeWideEnd3,999
MaxDrillWideEnd,MaxDrillWideEnd,EPBCheatCommandType::AddItem,DrillWideEnd,999
MaxDrillWideEnd2,MaxDrillWideEnd2,EPBCheatCommandType::AddItem,DrillWideEnd2,999
MaxDrillWideEnd3,MaxDrillWideEnd3,EPBCheatCommandType::AddItem,DrillWideEnd3,999
MaxPetrifactionSword,MaxPetrifactionSword,EPBCheatCommandType::AddItem,PetrifactionSword,999
MaxPetrifactionSword2,MaxPetrifactionSword2,EPBCheatCommandType::AddItem,PetrifactionSword2,999
MaxPetrifactionSword3,MaxPetrifactionSword3,EPBCheatCommandType::AddItem,PetrifactionSword3,999
MaxDull,MaxDull,EPBCheatCommandType::AddItem,Dull,999
MaxNoda,MaxNoda,EPBCheatCommandType::AddItem,Noda,999
MaxTsurumaru,MaxTsurumaru,EPBCheatCommandType::AddItem,Tsurumaru,999
MaxShiroTorujiro,MaxShiroTorujiro,EPBCheatCommandType::AddItem,ShiroTorujiro,999
MaxLightningoff,MaxLightningoff,EPBCheatCommandType::AddItem,Lightningoff,999
MaxOgreWoodenSword,MaxOgreWoodenSword,EPBCheatCommandType::AddItem,OgreWoodenSword,999
MaxTadanako,MaxTadanako,EPBCheatCommandType::AddItem,Tadanako,999
MaxSwordsman,MaxSwordsman,EPBCheatCommandType::AddItem,Swordsman,999
MaxMikazukiMaen,MaxMikazukiMaen,EPBCheatCommandType::AddItem,MikazukiMaen,999
MaxTruesixteenthnight,MaxTruesixteenthnight,EPBCheatCommandType::AddItem,Truesixteenthnight,999
MaxSpear,MaxSpear,EPBCheatCommandType::AddItem,Spear,999
MaxReims,MaxReims,EPBCheatCommandType::AddItem,Reims,999
MaxPartizan,MaxPartizan,EPBCheatCommandType::AddItem,Partizan,999
MaxExcavator,MaxExcavator,EPBCheatCommandType::AddItem,Excavator,999
MaxTriplet,MaxTriplet,EPBCheatCommandType::AddItem,Triplet,999
MaxShingoGempo,MaxShingoGempo,EPBCheatCommandType::AddItem,ShingoGempo,999
MaxColdgrindingsaw,MaxColdgrindingsaw,EPBCheatCommandType::AddItem,Coldgrindingsaw,999
MaxAradovar,MaxAradovar,EPBCheatCommandType::AddItem,Aradovar,999
MaxNibbleheim,MaxNibbleheim,EPBCheatCommandType::AddItem,Nibbleheim,999
MaxGunungNil,MaxGunungNil,EPBCheatCommandType::AddItem,GunungNil,999
MaxGayalsals,MaxGayalsals,EPBCheatCommandType::AddItem,Gayalsals,999
MaxIcePillarSpear,MaxIcePillarSpear,EPBCheatCommandType::AddItem,IcePillarSpear,999
MaxIcePillarSpear2,MaxIcePillarSpear2,EPBCheatCommandType::AddItem,IcePillarSpear2,999
MaxIcePillarSpear3,MaxIcePillarSpear3,EPBCheatCommandType::AddItem,IcePillarSpear3,999
MaxLoveOfFairyDragon,MaxLoveOfFairyDragon,EPBCheatCommandType::AddItem,LoveOfFairyDragon,999
MaxLoveOfFairyDragon2,MaxLoveOfFairyDragon2,EPBCheatCommandType::AddItem,LoveOfFairyDragon2,999
MaxLoveOfFairyDragon3,MaxLoveOfFairyDragon3,EPBCheatCommandType::AddItem,LoveOfFairyDragon3,999
MaxAwhip,MaxAwhip,EPBCheatCommandType::AddItem,Awhip,999
MaxIbarakaswhip,MaxIbarakaswhip,EPBCheatCommandType::AddItem,Ibarakaswhip,999
MaxFireWhip,MaxFireWhip,EPBCheatCommandType::AddItem,FireWhip,999
MaxBlackRockHell,MaxBlackRockHell,EPBCheatCommandType::AddItem,BlackRockHell,999
MaxSnakebyte,MaxSnakebyte,EPBCheatCommandType::AddItem,Snakebyte,999
MaxBeastKiller,MaxBeastKiller,EPBCheatCommandType::AddItem,BeastKiller,999
MaxAlbireo,MaxAlbireo,EPBCheatCommandType::AddItem,Albireo,999
MaxAndromeda,MaxAndromeda,EPBCheatCommandType::AddItem,Andromeda,999
MaxWhipsOfLightDarkness,MaxWhipsOfLightDarkness,EPBCheatCommandType::AddItem,WhipsOfLightDarkness,999
MaxWhipsOfLightDarkness2,MaxWhipsOfLightDarkness2,EPBCheatCommandType::AddItem,WhipsOfLightDarkness2,999
MaxWhipsOfLightDarkness3,MaxWhipsOfLightDarkness3,EPBCheatCommandType::AddItem,WhipsOfLightDarkness3,999
MaxMusketon,MaxMusketon,EPBCheatCommandType::AddItem,Musketon,999
MaxBranderbus,MaxBranderbus,EPBCheatCommandType::AddItem,Branderbus,999
MaxTanegasima,MaxTanegasima,EPBCheatCommandType::AddItem,Tanegasima,999
MaxTrador,MaxTrador,EPBCheatCommandType::AddItem,Trador,999
MaxCarvalin,MaxCarvalin,EPBCheatCommandType::AddItem,Carvalin,999
MaxBetelgeuse,MaxBetelgeuse,EPBCheatCommandType::AddItem,Betelgeuse,999
MaxUrsula,MaxUrsula,EPBCheatCommandType::AddItem,Ursula,999
MaxAdrastea,MaxAdrastea,EPBCheatCommandType::AddItem,Adrastea,999
MaxTrustMusket,MaxTrustMusket,EPBCheatCommandType::AddItem,TrustMusket,999
MaxTrustMusket2,MaxTrustMusket2,EPBCheatCommandType::AddItem,TrustMusket2,999
MaxTrustMusket3,MaxTrustMusket3,EPBCheatCommandType::AddItem,TrustMusket3,999
MaxAriesHorns,MaxAriesHorns,EPBCheatCommandType::AddItem,AriesHorns,999
MaxHeadband,MaxHeadband,EPBCheatCommandType::AddItem,Headband,999
